action	guid	original	current
retained-guid	769890c09f9abdf42af40a0e8b1f8ea0	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPLineSpacing.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPLineSpacing.cs
removed-demo	b5b9db77b259a12469a05063c52d1d11	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-BoldItalic.ttf	
removed-demo	26b6cbb95d0d71c4cb728778641aec2b	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles44_rgh.png	
retained-guid	8dccaa5e1799e3b48ab214e494816880	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Shakers/MMDepthOfFieldShaker_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Shakers/MMDepthOfFieldShaker_HDRP.cs
retained-guid	273f85de13f3ea84a9fe0139daf01c37	Assets/Feel/MMTools/Core/MMExtensions/MMListExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMListExtensions.cs
removed-demo	3376c0b6a8c5f4b539dbbf44b0698d59	Assets/Feel/NiceVibrations/HapticSamples/Footsteps/FootstepGravel1.wav	
retained-guid	e980ecbe40d8ec64eb0a87b32fed766e	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/Components/MMSpringVector2Component.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/Components/MMSpringVector2Component.cs
retained-guid	f2cba57e3c6751145ba55ff4962addea	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_Scale.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_Scale.cs
removed-demo	d75374dc42d4c9d4b8f44f6c9453116f	Assets/Feel/FeelDemosHDRP/Falcon/Materials/FeelFalconPaint.mat	
removed-demo	64bf73228f5adf34e99e2654890dc25d	Assets/Feel/FeelDemos/Strike/Lighting/StrikeURPSettings.lighting	
retained-guid	aff4855d499cb7646b344323f4129b58	Assets/Feel/MMTools/Accessories/MMGUI/Sprites/MMTools_GUI_1x1.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMGUI/Sprites/MMTools_GUI_1x1.png
retained-guid	d6480c3a11ef13143b71f9c64c7da64c	Assets/Feel/MMFeedbacks/MMFeedbacks/Sequencing/Scripts/MMSequence.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Sequencing/Scripts/MMSequence.cs
removed-demo	bb27b2715855c43e68e953138ae502c0	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Button3.haptic	
retained-guid	57336066c3d7ff5418ae88b7880aafed	Assets/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuTextTiny.prefab	Assets/Art/Prefabs/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuTextTiny.prefab
removed-demo	ebdde62f5ecec4656aedd528b468e011	Assets/Feel/NiceVibrations/HapticSamples/Weapons/ShotgunLoad1.wav	
retained-guid	d9dbf313afb206f458581847ac758375	Assets/Feel/MMTools/Core/Editor/MoreMountains.Tools.Editor.asmdef	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MoreMountains.Tools.Editor.asmdef
removed-demo	5ca7bbd41447b43a0adf826b58700385	Assets/Feel/NiceVibrations/HapticSamples/Music/Snare1.haptic	
removed-demo	aade7dfbbcc2bb749a75c813546d0b48	Assets/Feel/FeelDemos/Barbarians/Models/Materials/Wood.003.mat	
removed-demo	7ea3158ed21ffd042aaf638fc95dd240	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles31_nrm.png	
removed-demo	201a3f0fd44444e4da86b3ded7f4448f	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NVDottedPattern.png	
removed-demo	0c0726441c6f3904a8204975a152abe7	Assets/Feel/FeelDemos/Strike/Textures/FeelStrikeBall.png	
retained-guid	50fd27fe4d3854042af8178658492f5b	Assets/Feel/MMTools/Core/Editor/MMRadio/MMPropertyReceiverDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMRadio/MMPropertyReceiverDrawer.cs
retained-guid	eb1b2db13e60f244dae9130e1ea580d0	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/Components/MMSpringVector3Component.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/Components/MMSpringVector3Component.cs
retained-guid	277be439bdc9329468f9e6d0799d54be	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMChannels/ChannelC.asset	Assets/Data/Feedback/Feel/MMFeedbacks/MMFeedbacks/Core/MMChannels/ChannelC.asset
removed-demo	902148089959e4e0094692971d6a817c	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Glass3.haptic	
removed-demo	4ed226ca40e001b4da9c290e8530c682	Assets/Feel/FeelDemos/Wheel/Animation/FeelWheelDustAnimation.anim	
retained-guid	8eb29863876e355408fe5429a4948fe5	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_SetParent.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_SetParent.cs
retained-guid	e4ca86eeefb9e704a9e99ebb71e8345d	Assets/Feel/MMTools/Accessories/Editor/MoreMountains.Tools.Accessories.Editor.asmref	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/Editor/MoreMountains.Tools.Accessories.Editor.asmref
retained-guid	d1b8594b6c8c7fe478fab3b86d0b62db	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraFieldOfViewShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraFieldOfViewShaker.cs
removed-demo	9096c72bd497923479605df131852973	Assets/Feel/FeelDemos/Barbarians/Prefabs/FeelBarbarianEnemy.prefab	
retained-guid	447f85d5ac582a541bd440a4dcc469e0	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_TextureScale.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_TextureScale.cs
retained-guid	05cb76770cb65124ebc19520574e2a60	Assets/Feel/MMTools/Accessories/MMVFX/MMRamps/MMRamp3.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMRamps/MMRamp3.png
removed-demo	cfb3f31a3e4974faab3ecce1e8eb035f	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Body1.wav	
removed-demo	c109e1b1cadedb64686484f1dcb6de6a	Assets/Feel/FeelDemos/CardsUI/Lighting/FeelCardsUISettings.lighting	
removed-demo	6fd0b649401ca5b419a5ebf5df170c0f	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Textures/FeedbacksDemoGhost.png	
removed-demo	8d1ffe9067c85124ab7be70b32a01c50	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Camera/Gizmos/Cinemachine/cm_logo_lg.png	
removed-demo	d7061329c567890488d84aeeb01d9b15	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoSparkMaterial.mat	
removed-demo	0d9a9c3b9b9947b4b9b6b42f381d6cc1	Assets/Feel/NiceVibrations/Demo/Common/Scripts/UI/MMProgressBar.cs	
retained-guid	3940f67cfdf57d642894f21532af98e6	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueCrosses.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueCrosses.png
removed-demo	3b9f0e66476e74586b74f17826e39294	Assets/Feel/NiceVibrations/HapticSamples/Weapons/DistanceGunShot3.haptic	
removed-demo	ade14d335fafb01448aae9fd8172457f	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/Dude/DudeEyes.anim	
removed-demo	00cafe0a18485bf4986d87092f3b2c63	Assets/Feel/MMTools/Demos/MMGhostCamera/Models/MMGhostCameraCity.fbx	
removed-demo	b8c0f4c828e8022498c8a5c6c0fa8ec4	Assets/Feel/FeelDemos/Letters/Sprites/FeelLettersDemoEyeBlack.png	
removed-demo	46576ebd24ca95b418aa0c64e9a60f53	Assets/Feel/FeelDemos/Springs/Materials/FeelSpringsTalkingTreesRocks.mat	
removed-demo	74aa5cbd4ad343f4fa2901ae097e2aa3	Assets/Feel/FeelDemos/Barbarians/Models/Materials/rock.mat	
removed-demo	8a936e0f4bd6142b69aad2e28fb97a95	Assets/Feel/NiceVibrations/HapticSamples/Music/Drums1.haptic	
removed-demo	092b85f5f05bc0f4bb97bab8327f367e	Assets/Feel/FeelDemos/CardsUI/Prefabs/FeelCardsUI_Card_Fireproof.prefab	
retained-guid	cdec9bf9a59856c48a9bd8fe7caaedc7	Assets/Feel/MMTools/Core/MMAttributes/MMDebugLogCommandArgumentCountAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMDebugLogCommandArgumentCountAttribute.cs
retained-guid	b9f71c3d801e5f84b88c2cb7256503ee	Assets/Feel/MMTools/Accessories/MMInstantiation/MMSpawnAround.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMInstantiation/MMSpawnAround.cs
retained-guid	5da54437c52380745ab2d12656252b80	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueFrame.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueFrame.png
removed-demo	ebf4609aed0dc4d82ad954bb603461fd	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Beep3.wav	
retained-guid	934c751bdc1eca14bb13d3c6b311c60c	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerAllSoundsControlEvent.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerAllSoundsControlEvent.cs
removed-demo	85f4cc65b063a4e718be79d7b1f41346	Assets/Feel/NiceVibrations/HapticSamples/Nature/Thunder2.wav	
retained-guid	d20df93fb7de8457baa15a213a53ab19	Assets/Feel/NiceVibrations/Scripts/Components/HapticSource.cs	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Scripts/Components/HapticSource.cs
removed-demo	5e1730b1282c5784ba9af2179d75fdc6	Assets/Feel/FeelDemos/Tactical/Materials/FeelTacticalGunMaterial.mat	
retained-guid	0f830b4b35476a64095c922deaa35b72	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-BlackItalic SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-BlackItalic SDF.asset
removed-demo	dcabc9bcc2a8340ada5729e569aebd48	Assets/Feel/NiceVibrations/HapticSamples/Objects/SwitchHeavy2.wav	
removed-demo	4b112bc2d5df4c247864fd3499a53d9e	Assets/Feel/FeelDemos/UIToolkitFeedbacksDemo/Stylesheets/FeelUIToolkitFeedbacksDemoStylesheet.uss	
retained-guid	8f66483fc4928824e96ba9aa3eb86e6f	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/MoreMountains.Feedbacks.MMTools.asmref	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/MoreMountains.Feedbacks.MMTools.asmref
removed-demo	4229181c105e0794a90ed8031ed963a3	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/PaintedMetal02_col.png	
removed-demo	ea579184be3210e458d3beef7ebe7fe0	Assets/Feel/FeelDemos/MMProgressBar/Sprites/FeelMMProgressBarRadial.png	
retained-guid	e5a6fcac99c686a4ba4c6f04b2e0f02f	Assets/Feel/NiceVibrations/Define/NiceVibrationsDefineSymbols.cs	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Define/NiceVibrationsDefineSymbols.cs
retained-guid	2fe5de52b83841b49bb695e0d21a84e0	Assets/Feel/MMTools/Accessories/MoreMountains.Tools.Accessories.asmref	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MoreMountains.Tools.Accessories.asmref
retained-guid	bc7924747b6dade48ac9a15d72b5176b	Assets/Feel/MMTools/Core/MMAudio/MMSMPlaylist/MMSMPlaylist.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSMPlaylist/MMSMPlaylist.cs
removed-demo	c6f36653924a447c18e1cdbc2e14a822	Assets/Feel/NiceVibrations/HapticSamples/Objects/Keyboard3.haptic	
retained-guid	e815f28291646fc47a4ea53fa52db2a4	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuSliderEvent.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuSliderEvent.cs
removed-demo	df6ba66827ad642daa95fb9bc020da9f	Assets/Feel/NiceVibrations/HapticSamples/Objects/Coin4.haptic	
removed-demo	b134d6c286ef04c36a28a929b9f614c5	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Glass2.wav	
retained-guid	93cb35ed4e3a7554cbb5cdc5e2bdfd4d	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_MMSoundManagerSoundData.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_MMSoundManagerSoundData.cs
removed-demo	4615302ba7af13645aec1ad743d65dcf	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/Scripts/BallDemoWall.cs	
retained-guid	ff1bc0ee84c11704b9fdeae5c51f6a76	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitScale.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitScale.cs
retained-guid	2d01154bce0123949a8800d85a063092	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMChromaticAberrationShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMChromaticAberrationShaker_URP.cs
removed-demo	9180f39d07a35fa4791ff41242e2b768	Assets/Feel/FeelDemos/Barbarians/Models/Materials/Leaves.005.mat	
retained-guid	00b9fc554bc35094d9e423683c81474e	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Shakers/MMPaniniProjectionShaker_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Shakers/MMPaniniProjectionShaker_HDRP.cs
removed-demo	2b540936da83a594695cf9f7b31ea045	Assets/Feel/FeelDemos/Barbarians/Lighting/LightingData.asset	
retained-guid	fc509a62d8e6cfc45a8431d8d586b9f6	Assets/Feel/MMTools/Foundation/MMControls/MMTouchAxis.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMControls/MMTouchAxis.cs
removed-demo	35c96e2fd54984c10a14df6dd77db148	Assets/Feel/NiceVibrations/HapticSamples/Weapons/LightMachineGunLoad1.wav	
removed-demo	94f43f82d46dcdb4db47e75f6c65be01	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NVArrow.png	
retained-guid	3944eaaf70beffa4097d8c293604125e	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato SDF.asset
retained-guid	1374d534191fbdf40b704f29771981b9	Assets/Feel/MMTools/Accessories/MMMovement/MMFaceDirection.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMMovement/MMFaceDirection.cs
retained-guid	9ce2978bc356b834984f6553e51886ce	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_InstantiateObject.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_InstantiateObject.cs
retained-guid	a6f79153eaeaf214e9259d50f28e637f	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_GreenCrosses.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_GreenCrosses.png
removed-demo	1771a9a00be3bd44d9ccabfd1f19148c	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoSkybox.mat	
removed-demo	352d34cac2435634fb99618d19a3929c	Assets/Feel/MMTools/Demos/MMSceneLoading/MMSceneLoadingDemoSceneB.unity	
retained-guid	f54b8ae4d72e16445b407e4ad5ad4264	Assets/Feel/MMTools/Accessories/MMShaders/MMBoilingLine.shader	Assets/Art/Shaders/Feel/MMTools/Accessories/MMShaders/MMBoilingLine.shader
removed-demo	3cc72561b9a8f1742888abad55b726e2	Assets/Feel/FeelDemos/Tactical/Animations/FeelTactical@Reloading.fbx	
removed-demo	34349ba9a92a78e4384a72b5d6d27d90	Assets/Feel/FeelDemos/SquashAndStretch/Materials/FeelSquashAndStretchChalet.mat	
retained-guid	e3229bd32ac955842a56a44c38a45f9e	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_PlayerControl.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_PlayerControl.cs
retained-guid	1806add7d16bbe4419725ed4681c2c18	Assets/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesDust.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesDust.png
retained-guid	c5efb216979c3fd489936ad2e22d7e94	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMFilmGrainShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMFilmGrainShaker_URP.cs
retained-guid	44a39707cf7142b45a78bb9d0e5ebfa5	Assets/Feel/MMTools/Core/MMAttributes/MMColorAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMColorAttribute.cs
removed-demo	cc685207a46826746af448ba3a0eaa07	Assets/Feel/FeelDemos/Bounce/Sounds/FeelBounceLanding.wav	
retained-guid	ceea5d59c11750f4e8deb2c47ff8bcb4	Assets/Feel/MMTools/Accessories/MMVision/MMConeOfVision2D.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMVision/MMConeOfVision2D.cs
retained-guid	ea0440c408d18a54cb9610dd676e7e65	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringRectTransformPosition.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringRectTransformPosition.cs
removed-demo	d1bcd35b15aeec2499895609c9f7f00f	Assets/Feel/FeelDemos/Wheel/Models/FeelWheelGround.fbx	
removed-demo	442f0bf836b266f499004e2f72719dc7	Assets/Feel/FeelDemos/MMSequencer/Materials/FeelMMSequencerDemoSkybox.mat	
retained-guid	c90af9401f16038488cbc1a21e79de15	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Helpers/MMPostProcessingHelpers.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Helpers/MMPostProcessingHelpers.cs
retained-guid	e79061224d0604740b66d87c50047581	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMChannelMixerShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMChannelMixerShaker_URP.cs
retained-guid	b34371db751e55942bc9b51871b77ca1	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_FloatingText.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_FloatingText.cs
retained-guid	9680118cd018daf4e92199c3b12ba729	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringVignetteCenter_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringVignetteCenter_HDRP.cs
removed-demo	ca990f9c6bc86d14faeb5ef3fc258c69	Assets/Feel/FeelDemos/Letters/Sounds/FeelLettersDemoSing1.wav	
removed-demo	21b5c105f373e476c93ac1a61c2a671f	Assets/Feel/NiceVibrations/Demo/DemoAssets/HapticClipsDemo/Haptics/NVDrumsLoop.haptic	
retained-guid	4c9581b0f074374498fe2166d24a660b	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-LightItalic SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-LightItalic SDF.asset
retained-guid	35b65ddee73b8544486c63441149886c	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_FloatController.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_FloatController.cs
retained-guid	45b7f6ca773ad4e81ad2ed6d93158953	Assets/Feel/MMTools/Core/Editor/MMAttributes/MMInformationDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMAttributes/MMInformationDrawer.cs
retained-guid	e6b7fc2cafd170f4f8b039b213b568c6	Assets/Feel/MMTools/Accessories/MMGUI/MMSliderStep.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMGUI/MMSliderStep.cs
removed-demo	1ccced4156f904b4ab04ada67006bbeb	Assets/Feel/NiceVibrations/HapticSamples/Weapons/ShotgunShell1.haptic	
retained-guid	07e5069cdf9ee934f8d7b768c461452c	Assets/Feel/MMTools/Accessories/MMVision/MMConeOfLight.shader	Assets/Art/Shaders/Feel/MMTools/Accessories/MMVision/MMConeOfLight.shader
retained-guid	8a7e8d0ecb9743b489dc9f0ee9627be6	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Feedbacks/MMF_ColorGrading.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Feedbacks/MMF_ColorGrading.cs
removed-demo	73fdd485fdb1ba44fabd9bc27dfbb268	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Materials/FeedbacksDemoCheese.mat	
retained-guid	8d3188dd93bc22141a98ee77523b7853	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_CanvasGroupBlocksRaycasts.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_CanvasGroupBlocksRaycasts.cs
removed-demo	d6113590b867fc94ebee0c2351ee5629	Assets/Feel/FeelDemos/Bounce/Materials/FeelBounceRocks.mat	
removed-demo	641a8481d5d754ddfbde20f3641215d1	Assets/Feel/NiceVibrations/HapticSamples/Weapons/ShotgunLoad2.wav	
retained-guid	7a7b40b69918c9840b090deb2a59d5eb	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/NiceVibrations/Feedbacks/MMF_NVClip.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/NiceVibrations/Feedbacks/MMF_NVClip.cs
retained-guid	9687a46a55ccbca4f92cdff319b70844	Assets/Feel/MMTools/Foundation/MMAnimation/MMRagdoller.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAnimation/MMRagdoller.cs
removed-demo	5345706f9ba649047aa5920c8340f9ae	Assets/Feel/FeelDemos/Letters/Sounds/FeelLettersDemoSing2.wav	
retained-guid	80890712e6d1d954e9a1cfbd3b70e79f	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Feedbacks/MMF_LensDistortion.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Feedbacks/MMF_LensDistortion.cs
removed-demo	5d46ccdc66b36714a9ebe4f733b8425e	Assets/Feel/FeelDemos/Barbarians/Textures/BarbarianGreenBodyTexture.png	
retained-guid	38f5f99a403324842b72d7bb5d781405	Assets/Feel/MMTools/Foundation/MMAnimation/MMRagdollerIgnore.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAnimation/MMRagdollerIgnore.cs
retained-guid	4fbec3043b4bcc941b84734f579dc2c8	Assets/Feel/MMTools/Accessories/MMVFX/MMNoise/MMSimplexNoise.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMNoise/MMSimplexNoise.png
retained-guid	afb2be2d186835148b46d3b0c4ae900d	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/MoreMountains.Feedbacks.Cinemachine.asmref	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/MoreMountains.Feedbacks.Cinemachine.asmref
removed-demo	5f7c21d0e40236f4a88f4747a93a1f56	Assets/Feel/FeelDemos/Barbarians/Models/Materials/Leaves.004.mat	
retained-guid	c1ff13de90405b44ca56efcdfea7be6f	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_ReferenceHolder.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_ReferenceHolder.cs
retained-guid	1297af1e1808f5a48b35411d71934370	Assets/Feel/MMTools/Accessories/MMGUI/Materials/MMFaderRoundMaterialMasked.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMGUI/Materials/MMFaderRoundMaterialMasked.mat
removed-demo	ef713a82a60f6cf45a06e190e86b84d3	Assets/Feel/MMTools/Demos/MMDebugMenu/MMDebugMenuTestClass.cs	
removed-demo	0033691af0cecc64f87058510cb435e4	Assets/Feel/FeelDemos/Letters/Sprites/FeelLettersDemoL.png	
retained-guid	03434ee759b2dcc45b2a246dfc70ec89	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringWhiteBalanceTint_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringWhiteBalanceTint_URP.cs
retained-guid	ea8b9abba4f1a2949b1f9d03a2440aa4	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringTMPAlpha.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringTMPAlpha.cs
retained-guid	e0056b25dc228574191f188adc74a57a	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringBloomIntensity_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringBloomIntensity_HDRP.cs
removed-demo	b200b9b27a958504fb95c9cb13c20976	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/SequencerDemo_Profiles/MMSequencerDemoGlobalPPP_URP.asset	
removed-demo	d2b7fe7395e1243c08b607ed95765840	Assets/Feel/NiceVibrations/HapticSamples/Impacts/CombatPunch1.haptic	
retained-guid	869d9e226f9d85148ba6b532ba92aa63	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMLight2DShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMLight2DShaker_URP.cs
